Marathon,Year,Name,Time,Place
NYC,2015,SHIRLEY LANDRY,3:32:18,4464
NYC,2015,AHMAD ASSEGAF,4:00:32,12627
NYC,2015,BUDI DJAFAR,4:03:41,13664
NYC,2015,ERIC DALIMARTA,4:14:42,17523
NYC,2015,DEBORAH HIDAJAT,4:21:41,20227
NYC,2015,STANLEY ANGKODJOJO,4:35:06,25436
NYC,2015,SHAUN WANGIDJAJA,4:36:25,25952
NYC,2015,RINA TAMBUNAN,4:45:39,29326
NYC,2015,GENIO ATYANTO,4:46:05,29487
NYC,2015,REZA PRATAMA,4:58:56,34031
NYC,2015,ANANDA HERMANTO,4:59:29,34228
NYC,2015,KUSUMA NIO,5:00:58,34702
NYC,2015,HIMAWAN SUPARYO,5:01:36,34892
NYC,2015,MIRNA YOGIAMAN,5:06:01,36024
NYC,2015,ENNY TANOTO,5:11:55,37453
NYC,2015,GARRY KAMIL,5:12:16,37530
NYC,2015,EKA PUTRA,5:14:18,37993
NYC,2015,FAIZIN KADNI,5:26:35,40692
NYC,2015,RAYENDRA TOBING,5:29:40,41307
NYC,2015,WIDURI SRUMENGANTI,5:46:06,43928
NYC,2015,SUZI HERAWATI,5:47:56,44144
NYC,2015,CLARA WANATIRTA,5:49:24,44324
NYC,2015,RINA ADELYNE,5:54:57,44992
NYC,2015,ADRIAN GUNADI,5:56:33,45188
NYC,2015,VICI SHAWEDDY,5:57:07,45257
NYC,2015,DECY JAVAHERI,6:00:51,45647
NYC,2015,MOHAMMAD SISWO,6:10:41,46483
NYC,2015,NOVIE HERNAWATI,6:13:26,46661
NYC,2016,BUDI ZAIN,3:49:17,9161
NYC,2016,IMAN ADIWIBOWO,3:54:32,10920
NYC,2016,ADRIANSYAH CHANIAGO,3:56:24,11678
NYC,2016,BUDI DJAFAR,4:19:09,20491
NYC,2016,DANTE HARBUWONO,4:28:25,24388
NYC,2016,REZA PRABOWO,4:39:32,28600
NYC,2016,HARTANTO NG,4:47:58,31599
NYC,2016,BAGUS BUDIANTO,4:48:39,31878
NYC,2016,RIZAL TANDIAWAN,4:52:19,33286
NYC,2016,MULYA MASHUDI,4:58:38,35580
NYC,2016,RIANA MONTISANO,4:59:03,35728
NYC,2016,RAMADHAN SENTOUSA,5:02:13,36687
NYC,2016,NOVIANA SADIKIN,5:02:27,36756
NYC,2016,CHRESTOFEL UNEPUTTY,5:05:03,37458
NYC,2016,AHMAD NURHANI,5:11:11,39036
NYC,2016,ERIK SUBARNA,5:11:52,39195
NYC,2016,ANDARU DJAJA,5:13:10,39529
NYC,2016,KETUT KUSUMA,5:13:26,39589
NYC,2016,RACHMAWATI CHANDRANINGRUM,5:15:02,39941
NYC,2016,HALIM NGATIDJAN,5:16:11,40213
NYC,2016,WIENTORO PRASETYO,5:24:59,42101
NYC,2016,SUCHANDRA TANJUNG,5:28:10,42702
NYC,2016,GUNAWAN HADIWIDJAJA,5:32:03,43478
NYC,2016,HARRYJANTO LASMANA,5:41:11,44973
NYC,2016,TIARA WREKSOATMODJO,5:42:02,45103
NYC,2016,EKOPUTRO ADIDJAJANTO,5:45:02,45520
NYC,2016,INDRA UNO,5:47:02,45834
NYC,2016,HOLIP SOEKAWAN,5:48:36,46030
NYC,2016,ELLIANAH SETIADY,5:50:05,46236
NYC,2016,WINDY HARUN,5:50:40,46300
NYC,2016,DANIEL PARULIAN,5:54:58,46832
NYC,2016,RUDY HARTONO,5:55:41,46922
NYC,2016,SJAFRIANDI AS,6:11:19,48322
NYC,2016,CHRISTIN ISKANDAR,6:11:38,48347
NYC,2016,NURLENI SYAHUNI,6:15:58,48647
NYC,2016,SUZI HERAWATI,6:23:30,49077
NYC,2016,ADHIPUTRA TANOYO,6:24:41,49145
NYC,2016,IMELDA LUBIS,6:24:43,49147
NYC,2016,JULISE SULAIMAN,6:33:54,49608
NYC,2016,NURKHALISHAH ABDULRAHIM,6:39:44,49852
NYC,2016,SIAUW GO,6:39:44,49853
NYC,2016,TEDJO HATMADI,6:46:15,50083
NYC,2016,JUBI TOBING,6:57:45,50421
NYC,2016,ARDIAN TRISURA,7:21:29,50853
NYC,2016,FITRI RAMLI,7:21:29,50854
NYC,2017,BUI TJHIN,3:21:01,3194
NYC,2017,JERRY MAMBAITFETO,3:47:00,8974
NYC,2017,CANNIGIA LALUW,3:49:44,9864
NYC,2017,ADRIAN KOESNENDAR,3:52:43,10893
NYC,2017,ADYSTRA HERAYANTO,4:08:50,17061
NYC,2017,AYUNINGRUM HARYOKUSUMO,4:18:42,20696
NYC,2017,KRISTY HARDONO,4:19:30,20978
NYC,2017,DEBORAH HIDAJAT,4:32:02,25886
NYC,2017,BUDI DJAFAR,4:41:45,29424
NYC,2017,LINDA WIRANTANA,4:44:49,30473
NYC,2017,FIFI BONEFACIA,4:50:42,32525
NYC,2017,FNU BOIMIN,4:51:33,32829
NYC,2017,SAN TJEN,4:54:21,33778
NYC,2017,JEREMY SEBASTIAN,4:54:52,33943
NYC,2017,ADISATRYA SULISTO,4:56:10,34362
NYC,2017,SAMUEL MARIO,5:02:40,36369
NYC,2017,ROBBYANTO BUDIMAN,5:07:49,37638
NYC,2017,CRESCENTO HERMAWAN,5:11:46,38564
NYC,2017,NATASHA BUDIMAN,5:12:50,38803
NYC,2017,LISTYA GARDHIANI,5:13:10,38889
NYC,2017,ALEXANDER ERTANTO,5:22:11,40894
NYC,2017,MARIANTY INDIRA,5:22:50,41015
NYC,2017,ONIARI SITOMPUL,5:30:04,42380
NYC,2017,PRETTY SOELAIMAN,5:30:50,42532
NYC,2017,NADIA DIWAS,5:32:21,42775
NYC,2017,GUNAWAN SAMIADJI,5:32:47,42837
NYC,2017,BENYAMIN SAPIIE,5:39:08,43842
NYC,2017,RUTHY OCTAVIA,5:41:27,44176
NYC,2017,LINDA KANDOUW,5:47:15,44940
NYC,2017,TRI SANDIRI,5:50:25,45345
NYC,2017,AKE PANGESTUTI,5:57:32,46238
NYC,2017,ANDRI SETIABUDI,6:03:23,46867
NYC,2017,JULISE SULAIMAN,6:12:09,47526
NYC,2017,REZZA PRISANDY,6:15:04,47737
NYC,2017,JASHINTA FELYCIA,6:19:35,48055
NYC,2017,ANAK DEWI,6:21:02,48147
NYC,2017,ARIE QUICK,6:24:57,48387
NYC,2017,SANDRA TUNGTEAKKHUN,6:27:25,48520
NYC,2017,FUNGNIWATI DARMAWAN,6:28:59,48629
NYC,2017,VIVIN ALVINA,6:32:11,48785
NYC,2017,VIVI BONG,6:36:41,48953
NYC,2017,ANDHIKA SETIJANTO,6:39:47,49082
NYC,2017,RIZAL PRASETIJO,6:54:46,49603
NYC,2017,REVI SITOMPUL,6:57:46,49670
NYC,2017,LELA YULIANTIKA,7:11:54,49984
NYC,2017,DYMAS SATRIOPROJO,7:15:50,50037
NYC,2017,ANZRI ZULFIKAR,7:24:07,50164
NYC,2017,BINDRA SETYAUTAMA,7:32:09,50289
NYC,2018,ADRIANSYAH CHANIAGO,3:41:44,8101
NYC,2018,AHMAD AMIRUDDIN,3:44:51,8948
NYC,2018,HANG RIDHAN,4:02:31,15332
NYC,2018,ANNY GORAT,4:09:58,17806
NYC,2018,MELANIE SARI,4:10:16,17903
NYC,2018,YANI YANI,4:10:21,17947
NYC,2018,ANTONIUS WICAKSONO,4:14:37,19527
NYC,2018,FAIZIN KADNI,4:17:55,20810
NYC,2018,WINNETOU WINNETOU,4:19:42,21494
NYC,2018,HENDRA DJAJA,4:22:17,22466
NYC,2018,HENDRI WIDIARTA,4:30:14,25658
NYC,2018,HARRY SOERIAATMADJA,4:32:33,26542
NYC,2018,EVA KARTIKA,4:37:58,28517
NYC,2018,WIDIARTI YUWONO,4:38:00,28524
NYC,2018,STEVANUS CHANDRA,4:44:15,30853
NYC,2018,SABAM NADEAK,4:45:12,31214
NYC,2018,ABDI UTAMA,4:45:14,31225
NYC,2018,BUDI HALIM,4:48:47,32514
NYC,2018,JOHANES ADINATA,4:50:45,33218
NYC,2018,AMADEUS AHNAN,4:53:20,34104
NYC,2018,DINA ADJARADJI,4:55:52,34966
NYC,2018,INDAH MIRAH,4:56:18,35123
NYC,2018,VICI SHAWEDDY,4:57:23,35503
NYC,2018,RIZAL ARYA,5:00:53,36609
NYC,2018,HENDRIK SASMITO,5:01:01,36643
NYC,2018,ADRIANSYAH SINAGA,5:02:08,36982
NYC,2018,CHARLEY SELIANG,5:02:32,37103
NYC,2018,LAUZA SUTOWO,5:02:55,37214
NYC,2018,JEFFRY HUSMAN,5:03:38,37410
NYC,2018,BUNTORO FERRY,5:04:10,37549
NYC,2018,JOHAN NUGRAHA,5:05:46,37976
NYC,2018,EDI TJOENG,5:13:14,39799
NYC,2018,MEDIAS OKTAVIANI,5:17:57,40881
NYC,2018,ADHNI MULACHELA,5:18:45,41031
NYC,2018,ANDI SAPUTRA,5:19:09,41106
NYC,2018,JIMMY KOSASIH,5:21:18,41609
NYC,2018,DAISY LIEMONTA,5:22:05,41808
NYC,2018,MARIA SIMBUNG,5:24:44,42359
NYC,2018,SABRINA GHANI,5:32:29,43905
NYC,2018,RENATO JOESAKI,5:33:42,44117
NYC,2018,PRETTY SOELAIMAN,5:33:47,44129
NYC,2018,RUBISMO SOEDIONO,5:42:47,45578
NYC,2018,ASMARA SISWANDARI,5:44:07,45826
NYC,2018,JESSICA SEK,5:44:35,45895
NYC,2018,IRMA SETYOWATI,5:44:37,45901
NYC,2018,IBNU JAMIL,5:48:05,46422
NYC,2018,TIMUR SUKIRNO,5:51:08,46857
NYC,2018,DIDIT ARDYANTO,5:51:40,46937
NYC,2018,ADRIAN RIYADI,5:52:39,47057
NYC,2018,RATNA MARAMIS,5:53:13,47144
NYC,2018,RIZTA FALAK,5:53:27,47167
NYC,2018,WIDIANAWATI ADHININGRAT,5:57:35,47701
NYC,2018,ROY ANTHONY,5:58:32,47825
NYC,2018,ADI DARMAPUTRA,6:00:12,48023
NYC,2018,PINARDI PRIAMBODO,6:00:31,48057
NYC,2018,FRIDA DJIWOUTOMO,6:00:57,48111
NYC,2018,EMIRA ESMERALDA,6:02:52,48335
NYC,2018,DIDI NOVRIAN,6:03:57,48438
NYC,2018,ANDREAS SUKOWIJOYO,6:09:44,48978
NYC,2018,ANDHIKA PRATAMA,6:10:00,49005
NYC,2018,SUZI HERAWATI,6:16:03,49514
NYC,2018,CHRISTIAN REGAR,6:17:29,49614
NYC,2018,MOHAMAD GOMSONI,6:27:39,50264
NYC,2018,INDRA SUPRIADI,6:29:44,50396
NYC,2018,SHINTA DEWANTI,6:39:42,50868
NYC,2018,CUT CYNTHIA,6:56:56,51585
NYC,2018,MURSOSAN WIGUNA,7:00:32,51681
NYC,2018,MUHAMMAD JUNANTO,7:25:14,52216
NYC,2019,MEILI THESJEN,3:30:05,6194
NYC,2019,JOHNY USMAN,3:40:13,8727
NYC,2019,HENRY GUNARDI,3:40:49,8890
NYC,2019,AULIA IBRAHIM,3:41:26,9033
NYC,2019,STEFANUS WIDJAJA,3:45:04,10058
NYC,2019,ANTHONEUS DJATI,3:47:48,10878
NYC,2019,SUDI HARSONO,3:47:50,10888
NYC,2019,MAULANA INDRAGUNA,3:48:22,11103
NYC,2019,AGUS UTOJO,3:55:47,13853
NYC,2019,DOLLY LESMANA,4:01:07,16236
NYC,2019,HENRY USMAN,4:02:31,16703
NYC,2019,ANDREW LIMANTO,4:02:37,16747
NYC,2019,ALDWIN HENDRADI,4:04:34,17404
NYC,2019,APRILLYA SIHOMBING,4:05:06,17598
NYC,2019,ARIEF RACHMATTULLOH,4:08:23,18768
NYC,2019,FERRY KANGSADJAJA,4:10:58,19677
NYC,2019,HELEN LUCIANA,4:13:23,20595
NYC,2019,HUI OUW,4:13:44,20728
NYC,2019,MOHAMMAD HARAHAP,4:14:48,21165
NYC,2019,INGRID FIRMANSJAH,4:16:14,21714
NYC,2019,BAMBANG SUDIYANTO,4:16:40,21886
NYC,2019,SETIYO WIBOWO,4:16:56,21997
NYC,2019,LANNY LEIMAN,4:17:20,22139
NYC,2019,KEVIN BUNARJO,4:19:27,22987
NYC,2019,DANNY SIWU,4:20:27,23356
NYC,2019,SYANE LUNTUNGAN,4:22:11,24023
NYC,2019,HANDOKO UTOMO,4:22:39,24206
NYC,2019,SULISTIAWATI SUPRAPTO,4:23:10,24393
NYC,2019,ANDY SARDJITO,4:24:04,24745
NYC,2019,ANDRE RAHARDJO,4:24:04,24748
NYC,2019,BAYU WIDYANTO,4:24:22,24859
NYC,2019,HARRY SOERIAATMADJA,4:24:39,24976
NYC,2019,NISHA BHAMBHANI,4:24:40,24983
NYC,2019,CHRISTOPHER TOBING,4:24:45,25008
NYC,2019,MAYA WATONO,4:26:52,25826
NYC,2019,FAIZIN KADNI,4:27:26,26069
NYC,2019,RICKY RICKY,4:27:28,26078
NYC,2019,RIJAN TIANUS,4:27:43,26181
NYC,2019,SALLY TANUDJAJA,4:28:00,26298
NYC,2019,YAN GHO,4:29:42,26994
NYC,2019,SETIAWAN SUDHARMA,4:30:11,27191
NYC,2019,BEY SUBAGIO,4:31:27,27659
NYC,2019,KELVIN KELVIN,4:32:26,28040
NYC,2019,ANDI ZULFIKAR,4:32:30,28058
NYC,2019,MATIAS IBO,4:33:05,28273
NYC,2019,SLAMET SUDIJONO,4:35:24,29137
NYC,2019,BUDIYANTO SUSANTO,4:36:03,29359
NYC,2019,SUDJONO SUDJONO,4:36:23,29473
NYC,2019,CHRISTOPHER KAPUANGAN,4:36:25,29488
NYC,2019,HIMAWAN SUTANTO,4:37:07,29739
NYC,2019,RIZKY RAHMADHANY,4:37:11,29757
NYC,2019,HILDA NOVIANTI,4:37:58,30015
NYC,2019,ELLY MINIARTI,4:39:38,30597
NYC,2019,AGUS TAMIN,4:40:07,30794
NYC,2019,FRITZ WINATA,4:40:29,30917
NYC,2019,BERNARD JUANO,4:40:30,30918
NYC,2019,RIYANTO CHANDRA,4:40:48,31036
NYC,2019,GIBRAN ABIDIN,4:41:16,31237
NYC,2019,YULVIRA SAVINDRI,4:42:10,31534
NYC,2019,LEONARTA WIJAYA,4:42:41,31715
NYC,2019,HELEN SUSANTO,4:42:43,31726
NYC,2019,YUDI WIJAKSANA,4:44:28,32373
NYC,2019,TITUS KS,4:44:53,32522
NYC,2019,REZA HARUMAN,4:44:54,32523
NYC,2019,ANDRE SUSANTO,4:47:08,33288
NYC,2019,NGADIMAN DATI,4:47:16,33336
NYC,2019,OCTO SAPUTRA,4:47:19,33351
NYC,2019,LINA SOELIANTO,4:48:29,33769
NYC,2019,ELYAN ROBERT,4:48:47,33871
NYC,2019,DENNI MUHARAM,4:48:57,33940
NYC,2019,SIGI DEWI,4:49:23,34085
NYC,2019,OCTAVIANUS TEDJOJUWONO,4:49:33,34143
NYC,2019,BAARY HATMADJA,4:51:30,34776
NYC,2019,DENNY GURNADI,4:51:55,34909
NYC,2019,SUGANI LEMAN,4:52:04,34978
NYC,2019,MARIA CHANDRA,4:52:05,34987
NYC,2019,IRWAN CHANDRA,4:53:56,35589
NYC,2019,SUNGKAR JAUW,4:55:13,36057
NYC,2019,MARAHLAUT NOER,4:55:19,36095
NYC,2019,JABEZ PIETERS,4:55:33,36197
NYC,2019,KRISTOMUS IWO,4:56:57,36649
NYC,2019,GLENN SEBASTIAN,4:56:58,36650
NYC,2019,WANTI SYAIFULLAH,4:57:16,36755
NYC,2019,OKI SIREGAR,4:57:49,36964
NYC,2019,MIFTAHUL YAZID,4:57:55,36988
NYC,2019,SYLVIA NOVIETA,5:06:15,39280
NYC,2019,ERLANGGA ARIADARMA,5:06:46,39410
NYC,2019,JENNY SULAIMAN,5:10:58,40418
NYC,2019,SARAH USMAN,5:11:40,40591
NYC,2019,ANDREAS KANSIL,5:11:45,40614
NYC,2019,EDBERT BUDIONO,5:12:20,40739
NYC,2019,MERIAM KATOMBO,5:12:48,40846
NYC,2019,TRIJONO MARTONO,5:13:42,4150
NYC,2019,CAROL PIETER,5:14:18,41186
NYC,2019,ADRIANUS SATRIO,5:14:55,41336
NYC,2019,ELIANA IPUNG,5:15:38,41491
NYC,2019,SUSAN BACHTIAR,5:15:42,41515
NYC,2019,FUAD ALHADI,5:17:24,41862
NYC,2019,SURATNO SURATNO,5:17:47,41961
NYC,2019,HENDRIAN TJEN,5:20:15,42451
NYC,2019,RENI MARLINA,5:20:36,42528
NYC,2019,NI MARINO,5:21:04,42622
NYC,2019,JULYASARI JULYASARI,5:21:12,42657
NYC,2019,IRENE THESMAN,5:23:09,4365
NYC,2019,HERWAN NG,5:24:18,43288
NYC,2019,MOCHAMAD TAMARY,5:24:28,43320
NYC,2019,AUDIE FITRADI,5:24:45,43374
NYC,2019,GINNY WIRAWAN,5:25:11,43463
NYC,2019,ROBERT SIHOMBING,5:27:03,43829
NYC,2019,RATNA MARAMIS,5:28:57,44216
NYC,2019,ADI WIJAYA,5:29:09,44264
NYC,2019,RONAL MANURUNG,5:29:47,44385
NYC,2019,JESSICA TJUNG,5:31:11,44646
NYC,2019,PATRICK KALONA,5:32:10,44834
NYC,2019,PINARDI PRIAMBODO,5:32:13,44844
NYC,2019,SUFERDIAN SUFERDIAN,5:32:40,44928
NYC,2019,DEWI DAMAYANTI,5:33:58,45128
NYC,2019,ABIETA BILLY,5:34:26,45206
NYC,2019,ARIEF WANA,5:35:05,45302
NYC,2019,PURWANINGSIH WIJI,5:35:24,45372
NYC,2019,RIYANA KADARSARI,5:36:37,45579
NYC,2019,MOHAMMAD SALAHUDDIN,5:36:45,45596
NYC,2019,MUHAMMAD MULIAWAN,5:38:09,45801
NYC,2019,ALYA SANI,5:38:31,45858
NYC,2019,MELDA SADIKIN,5:38:52,45909
NYC,2019,RICKY VERLIAN,5:40:04,46117
NYC,2019,MICHAEL SUPIT,5:40:20,46162
NYC,2019,LINA HARDY,5:40:48,46249
NYC,2019,YOVITA ANANTA,5:43:26,46668
NYC,2019,SUHARTANTO SUHARTANTO,5:45:07,46926
NYC,2019,NURLY MULYADI,5:45:27,46980
NYC,2019,DWI ANGGRAINI,5:46:06,4765
NYC,2019,BONA FITHRAH,5:48:44,47388
NYC,2019,ANDRIO SAFIRO,5:49:22,47470
NYC,2019,AMARILIA ESMERALDA,5:50:13,47596
NYC,2019,BOWO PRAMOEDITO,5:50:35,47643
NYC,2019,ALVIN BARLIAN,5:50:40,47658
NYC,2019,SITI PRADITHYA,5:50:48,47679
NYC,2019,AMELIA GANESHANTY,5:51:02,47707
NYC,2019,HERLINA BUDIMAN,5:51:13,47742
NYC,2019,OSCAR GOMULIA,5:51:34,47796
NYC,2019,JIMMY RANDIATMOKO,5:51:43,47811
NYC,2019,JULIANY NURDIN,5:52:12,47888
NYC,2019,WETHANDRIE RAMADHAN,5:52:35,47937
NYC,2019,GRACE LOEKMAN,5:53:14,48009
NYC,2019,RICKY WAHJUDI,5:55:07,48226
NYC,2019,ANTONIUS GUNAWAN,5:55:26,48272
NYC,2019,PAULUS GANDHANYA,5:55:47,48330
NYC,2019,NATASHA EKAPUTRI,5:56:03,48360
NYC,2019,RIRIN ROSALIN,5:57:35,48576
NYC,2019,HENDY SETIAWAN,5:57:36,48577
NYC,2019,FRANSISCA SUYONO,5:58:01,48639
NYC,2019,NURDIANA TAJUDDIN,5:58:13,48668
NYC,2019,GADIZA HARTAWAN,5:58:14,48672
NYC,2019,SILVIA HALIM,5:59:21,48789
NYC,2019,JOHANA TEJA,5:59:22,48791
NYC,2019,JULIA SUDJONO,5:59:24,48793
NYC,2019,AMELIA SUKARMAN,5:59:36,48814
NYC,2019,JOHANES HANDOKO,6:00:07,48871
NYC,2019,FEMMY BAHROEN,6:00:28,48911
NYC,2019,YASMIN LATIEF,6:05:01,49336
NYC,2019,KARIN ZULKARNAEN,6:11:08,49850
NYC,2019,REINA PAWITRA,6:13:14,49997
NYC,2019,ARINDYA ANINDITA,6:14:55,50127
NYC,2019,ROSI WIDODO,6:15:01,50134
NYC,2019,VIGA NASUTION,6:15:19,50157
NYC,2019,SUKOWATI SOSRODJOJO,6:16:40,50261
NYC,2019,SVIDA ALISJAHBANA,6:22:38,50652
NYC,2019,SUJAYADI WAHONO,6:23:00,50672
NYC,2019,WILLIAM TANUJAYA,6:24:23,50756
NYC,2019,SISKA HERRANI,6:25:00,50797
NYC,2019,KARINA LINARDY,6:27:37,50962
NYC,2019,TRY WIBOWO,6:29:15,5185
NYC,2019,HANNY MANTHOVANY,6:29:16,5186
NYC,2019,DINA ANDINI,6:33:23,51305
NYC,2019,AZIS ARMAND,6:33:26,51306
NYC,2019,DASWAR MARPAUNG,6:33:30,51312
NYC,2019,DENY HESTININGRUM,6:33:49,51332
NYC,2019,WILIANTO POALER,6:40:03,51638
NYC,2019,ARDJUNA SITORUS,6:43:11,51765
NYC,2019,ANDRIE GOTAMA,6:47:04,51930
NYC,2019,MUHAMMAD SATRIYONEGORO,6:47:24,51940
NYC,2019,ANNE SUTANTO,6:54:05,52160
NYC,2019,MARCELLA HARTONO,6:57:02,52251
NYC,2019,BERNADETTE CONY,7:00:02,52352
NYC,2019,MARIA SOSROSEPUTRO,7:00:50,52395
NYC,2019,DWI SULISTIAWAN,7:04:00,52479
NYC,2019,DIDIEN SOFWAN,7:07:34,52579
NYC,2019,AGUNG GUNAWAN,7:16:08,52768
NYC,2019,ANGGIA MARYORIE,7:30:14,5326
NYC,2019,FLORENTIA AMBARUKMI,7:37:43,53112
NYC,2019,CATUR SOEMADI,7:48:45,53223
NYC,2019,ENENG ANDRIANI,8:16:00,53420
NYC,2021,FARRY ONGKOWIDJAJA,3:19:35,1647
NYC,2021,HENGKIE KURNIAWAN,4:03:37,7929
NYC,2021,KINNARI NOROJONO,4:55:10,16354
NYC,2021,MIRANDA ADIANTI,4:56:33,16602
NYC,2021,JANA WINATAPRADJA,5:12:31,18520
NYC,2021,OKI YANUAR,5:21:24,19351
NYC,2021,YVONNE MEWENGKANG,5:37:26,20738
NYC,2021,ADRIANUS SATRIO,5:45:00,21337
NYC,2021,LISA DEWI,5:58:57,22192
NYC,2022,ALAN DJALALUDDIN,4:02:38,10588
NYC,2022,DICKY YORDAN,4:19:31,15413
NYC,2022,DEVIN WIRAWAN,4:27:41,1896
NYC,2022,MUFTI UTOMO,4:29:58,18895
NYC,2022,MARRISA WIDIYANTI,4:30:31,1971
NYC,2022,DIEYAN BERNARD,4:30:32,1982
NYC,2022,MIKUNI GANI,4:31:02,19258
NYC,2022,JOKO PHIE,4:34:06,20230
NYC,2022,ANTARIUS PATIARA,4:34:44,20436
NYC,2022,HANDAYANI HALIM,4:36:49,21161
NYC,2022,ANGUS KURNIAWAN,4:37:17,21341
NYC,2022,ANDREANI RUSTANDI,4:39:29,2225
NYC,2022,ASTRA KUSNOHARDJO,4:41:25,22693
NYC,2022,JOHAN TJIANG,4:42:01,22887
NYC,2022,JOYCE ARTA,4:43:27,23372
NYC,2022,YULIA SUMENDAP,4:43:57,23556
NYC,2022,CHOON SIM,4:44:56,23940
NYC,2022,QUEENTRY SONDARI,4:49:41,25576
NYC,2022,KARTIKA HENDRAWAN,4:51:29,26153
NYC,2022,FITRIWATY TANUWIDJAJA,4:53:45,26905
NYC,2022,RACHMAT SUGIANTO,4:58:07,28389
NYC,2022,AMANDA AZZAHRA,4:59:06,28706
NYC,2022,ASTRID PRASETYA,4:59:59,29007
NYC,2022,DASDO SINAGA,5:01:08,29363
NYC,2022,MAURA TUPAMAHU,5:02:28,29720
NYC,2022,FERNANDO SITORUS,5:07:23,30978
NYC,2022,MAYA SUWANDONO,5:08:00,31131
NYC,2022,FAIZIN KADNI,5:10:46,31875
NYC,2022,HELEN SUJANTO,5:12:50,32404
NYC,2022,LISAN SUBAGIO,5:15:44,33115
NYC,2022,NI MULIYATI,5:15:45,33119
NYC,2022,HANDI HARTANTO,5:16:08,33214
NYC,2022,DERISA ZAHARA,5:16:37,33339
NYC,2022,AGOSTINA LEOWARDI,5:18:42,33867
NYC,2022,BACHTIAR THAMRIN,5:18:56,33904
NYC,2022,FRANSISKA EKASARI,5:23:00,34808
NYC,2022,ALEXANDER RASJID,5:26:47,35690
NYC,2022,EVAN MULYANA,5:28:29,36104
NYC,2022,RISKA RAHMAWATI,5:29:27,36335
NYC,2022,NIXON NAPITUPULU,5:31:09,36691
NYC,2022,HANA SUGOTO,5:31:15,36729
NYC,2022,SAWITRI YUWONO,5:34:56,37458
NYC,2022,BENNY SITOHANG,5:40:38,38547
NYC,2022,DWI WIJAYANTO,5:41:55,38799
NYC,2022,FERMICO KARAMBUT,5:43:03,3913
NYC,2022,HIZKIA SUSANTO,5:45:56,39524
NYC,2022,NADIA NASOETION,5:49:13,40108
NYC,2022,ALYSHA PRIMASANY,5:49:33,40167
NYC,2022,CANNIGIA LALUW,5:49:34,40169
NYC,2022,RAMON ARMANDO,5:50:41,40331
NYC,2022,AMYRA UNO,5:50:52,40361
NYC,2022,DARWIN MANURUNG,5:53:53,40837
NYC,2022,FELICITY SEK,5:55:30,4177
NYC,2022,CHRISTIAN WANANDI,5:55:46,41133
NYC,2022,WILDY KOMARA,5:57:38,41421
NYC,2022,ANDRI SINAGA,6:02:05,4271
NYC,2022,YASSER FARACHAN,6:03:37,42259
NYC,2022,MUHAMMAD YUSLAN,6:04:30,42390
NYC,2022,JUSTINUS UTOMO,6:04:54,42434
NYC,2022,DESSY ARFIANNI,6:06:06,42566
NYC,2022,ERRYN NANIKO,6:06:22,42600
NYC,2022,RUSNA RUSNA,6:11:01,4371
NYC,2022,CHANDRAWATI ZULFIKAR,6:11:15,4395
NYC,2022,ADRIANUS SATRIO,6:15:58,43547
NYC,2022,ARTUR BATUBARA,6:16:22,43589
NYC,2022,RONALD MANULLANG,6:17:56,43732
NYC,2022,LINA PRAMAWATI,6:26:37,44504
NYC,2022,KUMALASARI KARTINI,6:30:25,44780
NYC,2022,HASAN RAMDAN,6:32:30,44912
NYC,2022,INNE SOEMARTONO,6:33:16,44970
NYC,2022,HANDOKO HANDOKO,6:33:18,44973
NYC,2022,LYDIA ISNANTO,6:41:35,45475
NYC,2022,MEI TOPING,6:52:16,4613
NYC,2022,BEPPY KALIGIS,7:36:18,47206
NYC,2023,DAVID POEYAMIDJAYA,3:05:04,1815
NYC,2023,NALENDRA CHARISMAWAN,3:13:59,2864
NYC,2023,RIKI WIJAYA,3:18:09,3518
NYC,2023,YUSA HARYADI,3:25:27,4737
NYC,2023,JENNY HARTANTO,3:27:29,5131
NYC,2023,DANIEL GIOVANNI,3:30:52,5921
NYC,2023,ROY LIE,3:45:49,9555
NYC,2023,SORAYA LARASATI,3:49:48,10750
NYC,2023,DANIEL MANANTA,3:51:28,11285
NYC,2023,HENGKIE KURNIAWAN,3:52:56,11751
NYC,2023,AGNES YULIAVITRIANI,3:53:23,11885
NYC,2023,WILLY NG,3:58:35,13908
NYC,2023,DAHNIAR HARINYOTO,3:58:48,13997
NYC,2023,RIYO WISAKSONO,4:03:01,15505
NYC,2023,WILLIAM SUTANTO,4:07:19,16826
NYC,2023,PO BUDIMAN,4:07:29,16893
NYC,2023,YOAN CATHERINA,4:10:21,17840
NYC,2023,KANG JIMMI,4:11:10,18133
NYC,2023,DENNY CHIRSTIAN,4:12:38,18638
NYC,2023,HENGKI LESTONO,4:13:16,18871
NYC,2023,HANDOKO UTOMO,4:14:18,19242
NYC,2023,MIZA APRIDORA,4:20:03,21225
NYC,2023,TEDDY OETOMO,4:21:02,21584
NYC,2023,SILVIA WIDJAJA,4:22:48,22178
NYC,2023,IVY TJAHJANTO,4:23:20,22359
NYC,2023,HANS HANS,4:27:39,23894
NYC,2023,IVANA SURYADINATA,4:27:40,23900
NYC,2023,PAULUS YOESOEF,4:28:40,24278
NYC,2023,TONY HARIMAN,4:29:51,24699
NYC,2023,SUNGKAR JAUW,4:32:38,25606
